Mod:Item:MetaData, Localized Name
gregtech:frame_enriched_naquadah_alloy:8, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:9, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:10, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:11, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:12, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:13, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:14, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:15, Enriched Naquadah Alloy Frame
gregtech:frame_seaborgium:0, Seaborgium Frame
gregtech:frame_seaborgium:1, Seaborgium Frame
gregtech:frame_seaborgium:2, Seaborgium Frame
gregtech:frame_seaborgium:3, Seaborgium Frame
gregtech:frame_seaborgium:4, Seaborgium Frame
gregtech:frame_seaborgium:5, Seaborgium Frame
gregtech:frame_seaborgium:6, Seaborgium Frame
gregtech:frame_seaborgium:7, Seaborgium Frame
gregtech:frame_seaborgium:8, Seaborgium Frame
gregtech:frame_seaborgium:9, Seaborgium Frame
gregtech:frame_seaborgium:10, Seaborgium Frame
gregtech:frame_seaborgium:11, Seaborgium Frame
gregtech:frame_seaborgium:12, Seaborgium Frame
gregtech:frame_seaborgium:13, Seaborgium Frame
gregtech:frame_seaborgium:14, Seaborgium Frame
gregtech:frame_seaborgium:15, Seaborgium Frame
gregtech:frame_wood:0, Wood Frame
gregtech:frame_wood:1, Wood Frame
gregtech:frame_wood:2, Wood Frame
gregtech:frame_wood:3, Wood Frame
gregtech:frame_wood:4, Wood Frame
gregtech:frame_wood:5, Wood Frame
gregtech:frame_wood:6, Wood Frame
gregtech:frame_wood:7, Wood Frame
gregtech:frame_wood:8, Wood Frame
gregtech:frame_wood:9, Wood Frame
gregtech:frame_wood:10, Wood Frame
gregtech:frame_wood:11, Wood Frame
gregtech:frame_wood:12, Wood Frame
gregtech:frame_wood:13, Wood Frame
gregtech:frame_wood:14, Wood Frame
gregtech:frame_wood:15, Wood Frame
gregtech:frame_heavy_quark_degenerate_matter:0, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:1, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:2, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:3, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:4, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:5, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:6, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:7, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:8, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:9, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:10, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:11, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:12, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:13, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:14, Heavy Quark Degenerate Matter Frame
gregtech:frame_heavy_quark_degenerate_matter:15, Heavy Quark Degenerate Matter Frame
gregtech:frame_lafium:0, Lafium Frame
gregtech:frame_lafium:1, Lafium Frame
gregtech:frame_lafium:2, Lafium Frame
gregtech:frame_lafium:3, Lafium Frame
gregtech:frame_lafium:4, Lafium Frame
gregtech:frame_lafium:5, Lafium Frame
gregtech:frame_lafium:6, Lafium Frame
gregtech:frame_lafium:7, Lafium Frame
gregtech:frame_lafium:8, Lafium Frame
gregtech:frame_lafium:9, Lafium Frame
gregtech:frame_lafium:10, Lafium Frame
gregtech:frame_lafium:11, Lafium Frame
gregtech:frame_lafium:12, Lafium Frame
gregtech:frame_lafium:13, Lafium Frame
gregtech:frame_lafium:14, Lafium Frame
gregtech:frame_lafium:15, Lafium Frame
gregtech:frame_babbitt_alloy:0, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:1, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:2, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:3, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:4, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:5, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:6, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:7, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:8, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:9, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:10, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:11, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:12, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:13, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:14, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:15, Babbitt Alloy Frame
gregtech:frame_pikyonium:0, Pikyonium Frame
gregtech:frame_pikyonium:1, Pikyonium Frame
gregtech:frame_pikyonium:2, Pikyonium Frame
gregtech:frame_pikyonium:3, Pikyonium Frame
gregtech:frame_pikyonium:4, Pikyonium Frame
gregtech:frame_pikyonium:5, Pikyonium Frame
gregtech:frame_pikyonium:6, Pikyonium Frame
gregtech:frame_pikyonium:7, Pikyonium Frame
gregtech:frame_pikyonium:8, Pikyonium Frame
gregtech:frame_pikyonium:9, Pikyonium Frame
gregtech:frame_pikyonium:10, Pikyonium Frame
gregtech:frame_pikyonium:11, Pikyonium Frame
gregtech:frame_pikyonium:12, Pikyonium Frame
gregtech:frame_pikyonium:13, Pikyonium Frame
gregtech:frame_pikyonium:14, Pikyonium Frame
gregtech:frame_pikyonium:15, Pikyonium Frame
gregtech:frame_black_titanium:0, Black Titanium Frame
gregtech:frame_black_titanium:1, Black Titanium Frame
gregtech:frame_black_titanium:2, Black Titanium Frame
gregtech:frame_black_titanium:3, Black Titanium Frame
gregtech:frame_black_titanium:4, Black Titanium Frame
gregtech:frame_black_titanium:5, Black Titanium Frame
gregtech:frame_black_titanium:6, Black Titanium Frame
gregtech:frame_black_titanium:7, Black Titanium Frame
gregtech:frame_black_titanium:8, Black Titanium Frame
gregtech:frame_black_titanium:9, Black Titanium Frame
gregtech:frame_black_titanium:10, Black Titanium Frame
gregtech:frame_black_titanium:11, Black Titanium Frame
gregtech:frame_black_titanium:12, Black Titanium Frame
gregtech:frame_black_titanium:13, Black Titanium Frame
gregtech:frame_black_titanium:14, Black Titanium Frame
gregtech:frame_black_titanium:15, Black Titanium Frame
gregtech:frame_hdcs:0, High Durability Compound Steel Frame
gregtech:frame_hdcs:1, High Durability Compound Steel Frame
gregtech:frame_hdcs:2, High Durability Compound Steel Frame
gregtech:frame_hdcs:3, High Durability Compound Steel Frame
gregtech:frame_hdcs:4, High Durability Compound Steel Frame
gregtech:frame_hdcs:5, High Durability Compound Steel Frame
gregtech:frame_hdcs:6, High Durability Compound Steel Frame
gregtech:frame_hdcs:7, High Durability Compound Steel Frame
gregtech:frame_hdcs:8, High Durability Compound Steel Frame
gregtech:frame_hdcs:9, High Durability Compound Steel Frame
gregtech:frame_hdcs:10, High Durability Compound Steel Frame
gregtech:frame_hdcs:11, High Durability Compound Steel Frame
gregtech:frame_hdcs:12, High Durability Compound Steel Frame
gregtech:frame_hdcs:13, High Durability Compound Steel Frame
gregtech:frame_hdcs:14, High Durability Compound Steel Frame
gregtech:frame_hdcs:15, High Durability Compound Steel Frame
gregtech:frame_bohrium:0, Bohrium Frame
gregtech:frame_bohrium:1, Bohrium Frame
gregtech:frame_bohrium:2, Bohrium Frame
gregtech:frame_bohrium:3, Bohrium Frame
gregtech:frame_bohrium:4, Bohrium Frame
gregtech:frame_bohrium:5, Bohrium Frame
gregtech:frame_bohrium:6, Bohrium Frame
gregtech:frame_bohrium:7, Bohrium Frame
gregtech:frame_bohrium:8, Bohrium Frame
gregtech:frame_bohrium:9, Bohrium Frame
gregtech:frame_bohrium:10, Bohrium Frame
gregtech:frame_bohrium:11, Bohrium Frame
gregtech:frame_bohrium:12, Bohrium Frame
gregtech:frame_bohrium:13, Bohrium Frame
gregtech:frame_bohrium:14, Bohrium Frame
gregtech:frame_bohrium:15, Bohrium Frame
gregtech:frame_tungsten_steel:0, Tungstensteel Frame
gregtech:frame_tungsten_steel:1, Tungstensteel Frame
gregtech:frame_tungsten_steel:2, Tungstensteel Frame
gregtech:frame_tungsten_steel:3, Tungstensteel Frame
gregtech:frame_tungsten_steel:4, Tungstensteel Frame
gregtech:frame_tungsten_steel:5, Tungstensteel Frame
gregtech:frame_tungsten_steel:6, Tungstensteel Frame
gregtech:frame_tungsten_steel:7, Tungstensteel Frame
gregtech:frame_tungsten_steel:8, Tungstensteel Frame
gregtech:frame_tungsten_steel:9, Tungstensteel Frame
gregtech:frame_tungsten_steel:10, Tungstensteel Frame
gregtech:frame_tungsten_steel:11, Tungstensteel Frame
gregtech:frame_tungsten_steel:12, Tungstensteel Frame
gregtech:frame_tungsten_steel:13, Tungstensteel Frame
gregtech:frame_tungsten_steel:14, Tungstensteel Frame
gregtech:frame_tungsten_steel:15, Tungstensteel Frame
gregtech:frame_hg_alloy:0, HG-1223 Frame
gregtech:frame_hg_alloy:1, HG-1223 Frame
gregtech:frame_hg_alloy:2, HG-1223 Frame
gregtech:frame_hg_alloy:3, HG-1223 Frame
gregtech:frame_hg_alloy:4, HG-1223 Frame
gregtech:frame_hg_alloy:5, HG-1223 Frame
gregtech:frame_hg_alloy:6, HG-1223 Frame
gregtech:frame_hg_alloy:7, HG-1223 Frame
gregtech:frame_hg_alloy:8, HG-1223 Frame
gregtech:frame_hg_alloy:9, HG-1223 Frame
gregtech:frame_hg_alloy:10, HG-1223 Frame
gregtech:frame_hg_alloy:11, HG-1223 Frame
gregtech:frame_hg_alloy:12, HG-1223 Frame
gregtech:frame_hg_alloy:13, HG-1223 Frame
gregtech:frame_hg_alloy:14, HG-1223 Frame
gregtech:frame_hg_alloy:15, HG-1223 Frame
gregtech:frame_titanium:0, Titanium Frame
gregtech:frame_titanium:1, Titanium Frame
gregtech:frame_titanium:2, Titanium Frame
gregtech:frame_titanium:3, Titanium Frame
gregtech:frame_titanium:4, Titanium Frame
gregtech:frame_titanium:5, Titanium Frame
gregtech:frame_titanium:6, Titanium Frame
gregtech:frame_titanium:7, Titanium Frame
gregtech:frame_titanium:8, Titanium Frame
gregtech:frame_titanium:9, Titanium Frame
gregtech:frame_titanium:10, Titanium Frame
gregtech:frame_titanium:11, Titanium Frame
gregtech:frame_titanium:12, Titanium Frame
gregtech:frame_titanium:13, Titanium Frame
gregtech:frame_titanium:14, Titanium Frame
gregtech:frame_titanium:15, Titanium Frame
gregtech:frame_metastable_hassium:0, Metastable Hassium Frame
gregtech:frame_metastable_hassium:1, Metastable Hassium Frame
gregtech:frame_metastable_hassium:2, Metastable Hassium Frame
gregtech:frame_metastable_hassium:3, Metastable Hassium Frame
gregtech:frame_metastable_hassium:4, Metastable Hassium Frame
gregtech:frame_metastable_hassium:5, Metastable Hassium Frame
gregtech:frame_metastable_hassium:6, Metastable Hassium Frame
gregtech:frame_metastable_hassium:7, Metastable Hassium Frame
gregtech:frame_metastable_hassium:8, Metastable Hassium Frame
gregtech:frame_metastable_hassium:9, Metastable Hassium Frame
gregtech:frame_metastable_hassium:10, Metastable Hassium Frame
gregtech:frame_metastable_hassium:11, Metastable Hassium Frame
gregtech:frame_metastable_hassium:12, Metastable Hassium Frame
gregtech:frame_metastable_hassium:13, Metastable Hassium Frame
gregtech:frame_metastable_hassium:14, Metastable Hassium Frame
gregtech:frame_metastable_hassium:15, Metastable Hassium Frame
gregtech:frame_taranium:0, Taranium Frame
gregtech:frame_taranium:1, Taranium Frame
gregtech:frame_taranium:2, Taranium Frame
gregtech:frame_taranium:3, Taranium Frame
gregtech:frame_taranium:4, Taranium Frame
gregtech:frame_taranium:5, Taranium Frame
gregtech:frame_taranium:6, Taranium Frame
gregtech:frame_taranium:7, Taranium Frame
gregtech:frame_taranium:8, Taranium Frame
gregtech:frame_taranium:9, Taranium Frame
gregtech:frame_taranium:10, Taranium Frame
gregtech:frame_taranium:11, Taranium Frame
gregtech:frame_taranium:12, Taranium Frame
gregtech:frame_taranium:13, Taranium Frame
gregtech:frame_taranium:14, Taranium Frame
gregtech:frame_taranium:15, Taranium Frame
gregtech:frame_aluminium:0, Aluminium Frame
gregtech:frame_aluminium:1, Aluminium Frame
gregtech:frame_aluminium:2, Aluminium Frame
gregtech:frame_aluminium:3, Aluminium Frame
gregtech:frame_aluminium:4, Aluminium Frame
gregtech:frame_aluminium:5, Aluminium Frame
gregtech:frame_aluminium:6, Aluminium Frame
gregtech:frame_aluminium:7, Aluminium Frame
gregtech:frame_aluminium:8, Aluminium Frame
gregtech:frame_aluminium:9, Aluminium Frame
gregtech:frame_aluminium:10, Aluminium Frame
gregtech:frame_aluminium:11, Aluminium Frame
gregtech:frame_aluminium:12, Aluminium Frame
gregtech:frame_aluminium:13, Aluminium Frame
gregtech:frame_aluminium:14, Aluminium Frame
gregtech:frame_aluminium:15, Aluminium Frame
gregtech:frame_vibranium:0, Vibranium Frame
gregtech:frame_vibranium:1, Vibranium Frame
gregtech:frame_vibranium:2, Vibranium Frame
gregtech:frame_vibranium:3, Vibranium Frame
gregtech:frame_vibranium:4, Vibranium Frame
gregtech:frame_vibranium:5, Vibranium Frame
gregtech:frame_vibranium:6, Vibranium Frame
gregtech:frame_vibranium:7, Vibranium Frame
gregtech:frame_vibranium:8, Vibranium Frame
gregtech:frame_vibranium:9, Vibranium Frame
gregtech:frame_vibranium:10, Vibranium Frame
gregtech:frame_vibranium:11, Vibranium Frame
gregtech:frame_vibranium:12, Vibranium Frame
gregtech:frame_vibranium:13, Vibranium Frame
gregtech:frame_vibranium:14, Vibranium Frame
gregtech:frame_vibranium:15, Vibranium Frame
gregtech:frame_lead:0, Lead Frame
gregtech:frame_lead:1, Lead Frame
gregtech:frame_lead:2, Lead Frame
gregtech:frame_lead:3, Lead Frame
gregtech:frame_lead:4, Lead Frame
gregtech:frame_lead:5, Lead Frame
gregtech:frame_lead:6, Lead Frame
gregtech:frame_lead:7, Lead Frame
gregtech:frame_lead:8, Lead Frame
gregtech:frame_lead:9, Lead Frame
gregtech:frame_lead:10, Lead Frame
gregtech:frame_lead:11, Lead Frame
gregtech:frame_lead:12, Lead Frame
gregtech:frame_lead:13, Lead Frame
gregtech:frame_lead:14, Lead Frame
gregtech:frame_lead:15, Lead Frame
gregtech:frame_stainless_steel:0, Stainless Steel Frame
gregtech:frame_stainless_steel:1, Stainless Steel Frame
gregtech:frame_stainless_steel:2, Stainless Steel Frame
gregtech:frame_stainless_steel:3, Stainless Steel Frame
gregtech:frame_stainless_steel:4, Stainless Steel Frame
gregtech:frame_stainless_steel:5, Stainless Steel Frame
gregtech:frame_stainless_steel:6, Stainless Steel Frame
gregtech:frame_stainless_steel:7, Stainless Steel Frame
gregtech:frame_stainless_steel:8, Stainless Steel Frame
gregtech:frame_stainless_steel:9, Stainless Steel Frame
gregtech:frame_stainless_steel:10, Stainless Steel Frame
gregtech:frame_stainless_steel:11, Stainless Steel Frame
gregtech:frame_stainless_steel:12, Stainless Steel Frame
gregtech:frame_stainless_steel:13, Stainless Steel Frame
gregtech:frame_stainless_steel:14, Stainless Steel Frame
gregtech:frame_stainless_steel:15, Stainless Steel Frame
gregtech:frame_staballoy:0, Staballoy Frame
gregtech:frame_staballoy:1, Staballoy Frame
gregtech:frame_staballoy:2, Staballoy Frame
gregtech:frame_staballoy:3, Staballoy Frame
gregtech:frame_staballoy:4, Staballoy Frame
gregtech:frame_staballoy:5, Staballoy Frame
gregtech:frame_staballoy:6, Staballoy Frame
gregtech:frame_staballoy:7, Staballoy Frame
gregtech:frame_staballoy:8, Staballoy Frame
gregtech:frame_staballoy:9, Staballoy Frame
gregtech:frame_staballoy:10, Staballoy Frame
gregtech:frame_staballoy:11, Staballoy Frame
gregtech:frame_staballoy:12, Staballoy Frame
gregtech:frame_staballoy:13, Staballoy Frame
gregtech:frame_staballoy:14, Staballoy Frame
gregtech:frame_staballoy:15, Staballoy Frame
gregtech:frame_americium:0, Americium Frame
gregtech:frame_americium:1, Americium Frame
gregtech:frame_americium:2, Americium Frame
gregtech:frame_americium:3, Americium Frame
gregtech:frame_americium:4, Americium Frame
gregtech:frame_americium:5, Americium Frame
gregtech:frame_americium:6, Americium Frame
gregtech:frame_americium:7, Americium Frame
gregtech:frame_americium:8, Americium Frame
gregtech:frame_americium:9, Americium Frame
gregtech:frame_americium:10, Americium Frame
gregtech:frame_americium:11, Americium Frame
gregtech:frame_americium:12, Americium Frame
gregtech:frame_americium:13, Americium Frame
gregtech:frame_americium:14, Americium Frame
gregtech:frame_americium:15, Americium Frame
gregtech:frame_trinium:0, Trinium Frame
gregtech:frame_trinium:1, Trinium Frame
gregtech:frame_trinium:2, Trinium Frame
gregtech:frame_trinium:3, Trinium Frame
gregtech:frame_trinium:4, Trinium Frame
gregtech:frame_trinium:5, Trinium Frame
gregtech:frame_trinium:6, Trinium Frame
gregtech:frame_trinium:7, Trinium Frame
gregtech:frame_trinium:8, Trinium Frame
gregtech:frame_trinium:9, Trinium Frame
gregtech:frame_trinium:10, Trinium Frame
gregtech:frame_trinium:11, Trinium Frame
gregtech:frame_trinium:12, Trinium Frame
gregtech:frame_trinium:13, Trinium Frame
gregtech:frame_trinium:14, Trinium Frame
gregtech:frame_trinium:15, Trinium Frame
gregtech:frame_cinobite:0, Cinobite Frame
gregtech:frame_cinobite:1, Cinobite Frame
gregtech:frame_cinobite:2, Cinobite Frame
gregtech:frame_cinobite:3, Cinobite Frame
gregtech:frame_cinobite:4, Cinobite Frame
gregtech:frame_cinobite:5, Cinobite Frame
gregtech:frame_cinobite:6, Cinobite Frame
gregtech:frame_cinobite:7, Cinobite Frame
gregtech:frame_cinobite:8, Cinobite Frame
gregtech:frame_cinobite:9, Cinobite Frame
gregtech:frame_cinobite:10, Cinobite Frame
gregtech:frame_cinobite:11, Cinobite Frame
gregtech:frame_cinobite:12, Cinobite Frame
gregtech:frame_cinobite:13, Cinobite Frame
gregtech:frame_cinobite:14, Cinobite Frame
gregtech:frame_cinobite:15, Cinobite Frame
gregtech:frame_neutronium:0, Neutronium Frame
gregtech:frame_neutronium:1, Neutronium Frame
gregtech:frame_neutronium:2, Neutronium Frame
gregtech:frame_neutronium:3, Neutronium Frame
gregtech:frame_neutronium:4, Neutronium Frame
gregtech:frame_neutronium:5, Neutronium Frame
gregtech:frame_neutronium:6, Neutronium Frame
gregtech:frame_neutronium:7, Neutronium Frame
gregtech:frame_neutronium:8, Neutronium Frame
gregtech:frame_neutronium:9, Neutronium Frame
gregtech:frame_neutronium:10, Neutronium Frame
gregtech:frame_neutronium:11, Neutronium Frame
gregtech:frame_neutronium:12, Neutronium Frame
gregtech:frame_neutronium:13, Neutronium Frame
gregtech:frame_neutronium:14, Neutronium Frame
gregtech:frame_neutronium:15, Neutronium Frame
gregtech:frame_nitinol_a:0, Nitinol 60 Frame
gregtech:frame_nitinol_a:1, Nitinol 60 Frame
gregtech:frame_nitinol_a:2, Nitinol 60 Frame
gregtech:frame_nitinol_a:3, Nitinol 60 Frame
gregtech:frame_nitinol_a:4, Nitinol 60 Frame
gregtech:frame_nitinol_a:5, Nitinol 60 Frame
gregtech:frame_nitinol_a:6, Nitinol 60 Frame
gregtech:frame_nitinol_a:7, Nitinol 60 Frame
gregtech:frame_nitinol_a:8, Nitinol 60 Frame
gregtech:frame_nitinol_a:9, Nitinol 60 Frame
gregtech:frame_nitinol_a:10, Nitinol 60 Frame
gregtech:frame_nitinol_a:11, Nitinol 60 Frame
gregtech:frame_nitinol_a:12, Nitinol 60 Frame
gregtech:frame_nitinol_a:13, Nitinol 60 Frame
gregtech:frame_nitinol_a:14, Nitinol 60 Frame
gregtech:frame_nitinol_a:15, Nitinol 60 Frame
gregtech:frame_californium:0, Californium Frame
gregtech:frame_californium:1, Californium Frame
gregtech:frame_californium:2, Californium Frame
gregtech:frame_californium:3, Californium Frame
gregtech:frame_californium:4, Californium Frame
gregtech:frame_californium:5, Californium Frame
gregtech:frame_californium:6, Californium Frame
gregtech:frame_californium:7, Californium Frame
gregtech:frame_californium:8, Californium Frame
gregtech:frame_californium:9, Californium Frame
gregtech:frame_californium:10, Californium Frame
gregtech:frame_californium:11, Californium Frame
gregtech:frame_californium:12, Californium Frame
gregtech:frame_californium:13, Californium Frame
gregtech:frame_californium:14, Californium Frame
gregtech:frame_californium:15, Californium Frame
gregtech:frame_ruridit:0, Ruridit Frame
gregtech:frame_ruridit:1, Ruridit Frame
gregtech:frame_ruridit:2, Ruridit Frame
gregtech:frame_ruridit:3, Ruridit Frame
gregtech:frame_ruridit:4, Ruridit Frame
gregtech:frame_ruridit:5, Ruridit Frame
gregtech:frame_ruridit:6, Ruridit Frame
gregtech:frame_ruridit:7, Ruridit Frame
gregtech:frame_ruridit:8, Ruridit Frame
gregtech:frame_ruridit:9, Ruridit Frame
gregtech:frame_ruridit:10, Ruridit Frame
gregtech:frame_ruridit:11, Ruridit Frame
gregtech:frame_ruridit:12, Ruridit Frame
gregtech:frame_ruridit:13, Ruridit Frame
gregtech:frame_ruridit:14, Ruridit Frame
gregtech:frame_ruridit:15, Ruridit Frame
gregtech:frame_protactinium:0, Protactinium Frame
gregtech:frame_protactinium:1, Protactinium Frame
gregtech:frame_protactinium:2, Protactinium Frame
gregtech:frame_protactinium:3, Protactinium Frame
gregtech:frame_protactinium:4, Protactinium Frame
gregtech:frame_protactinium:5, Protactinium Frame
gregtech:frame_protactinium:6, Protactinium Frame
gregtech:frame_protactinium:7, Protactinium Frame
gregtech:frame_protactinium:8, Protactinium Frame
gregtech:frame_protactinium:9, Protactinium Frame
gregtech:frame_protactinium:10, Protactinium Frame
gregtech:frame_protactinium:11, Protactinium Frame
gregtech:frame_protactinium:12, Protactinium Frame
gregtech:frame_protactinium:13, Protactinium Frame
gregtech:frame_protactinium:14, Protactinium Frame
gregtech:frame_protactinium:15, Protactinium Frame
gregtech:frame_steel:0, Steel Frame
gregtech:frame_steel:1, Steel Frame
gregtech:frame_steel:2, Steel Frame
gregtech:frame_steel:3, Steel Frame
gregtech:frame_steel:4, Steel Frame
gregtech:frame_steel:5, Steel Frame
gregtech:frame_steel:6, Steel Frame
gregtech:frame_steel:7, Steel Frame
gregtech:frame_steel:8, Steel Frame
gregtech:frame_steel:9, Steel Frame
gregtech:frame_steel:10, Steel Frame
gregtech:frame_steel:11, Steel Frame
gregtech:frame_steel:12, Steel Frame
gregtech:frame_steel:13, Steel Frame
gregtech:frame_steel:14, Steel Frame
gregtech:frame_steel:15, Steel Frame
gregtech:frame_polytetrafluoroethylene:0, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:1, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:2, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:3, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:4, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:5, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:6, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:7, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:8, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:9, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:10, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:11, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:12, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:13, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:14, Polytetrafluoroethylene Frame
gregtech:frame_polytetrafluoroethylene:15, Polytetrafluoroethylene Frame
gregtech:frame_neptunium:0, Neptunium Frame
gregtech:frame_neptunium:1, Neptunium Frame
gregtech:frame_neptunium:2, Neptunium Frame
gregtech:frame_neptunium:3, Neptunium Frame
gregtech:frame_neptunium:4, Neptunium Frame
gregtech:frame_neptunium:5, Neptunium Frame
gregtech:frame_neptunium:6, Neptunium Frame
gregtech:frame_neptunium:7, Neptunium Frame
gregtech:frame_neptunium:8, Neptunium Frame
gregtech:frame_neptunium:9, Neptunium Frame
gregtech:frame_neptunium:10, Neptunium Frame
gregtech:frame_neptunium:11, Neptunium Frame
gregtech:frame_neptunium:12, Neptunium Frame
gregtech:frame_neptunium:13, Neptunium Frame
gregtech:frame_neptunium:14, Neptunium Frame
gregtech:frame_neptunium:15, Neptunium Frame
gregtech:frame_red_steel:0, Red Steel Frame
gregtech:frame_red_steel:1, Red Steel Frame
gregtech:frame_red_steel:2, Red Steel Frame
gregtech:frame_red_steel:3, Red Steel Frame
gregtech:frame_red_steel:4, Red Steel Frame
gregtech:frame_red_steel:5, Red Steel Frame
gregtech:frame_red_steel:6, Red Steel Frame
gregtech:frame_red_steel:7, Red Steel Frame
gregtech:frame_red_steel:8, Red Steel Frame
gregtech:frame_red_steel:9, Red Steel Frame
gregtech:frame_red_steel:10, Red Steel Frame
gregtech:frame_red_steel:11, Red Steel Frame
gregtech:frame_red_steel:12, Red Steel Frame
gregtech:frame_red_steel:13, Red Steel Frame
gregtech:frame_red_steel:14, Red Steel Frame
gregtech:frame_red_steel:15, Red Steel Frame
gregtech:frame_metastable_flerovium:0, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:1, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:2, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:3, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:4, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:5, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:6, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:7, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:8, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:9, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:10, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:11, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:12, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:13, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:14, Metastable Flerovium Frame
gregtech:frame_metastable_flerovium:15, Metastable Flerovium Frame
gregtech:frame_plutonium_radioactive:0, Plutonium Frame
gregtech:frame_plutonium_radioactive:1, Plutonium Frame
gregtech:frame_plutonium_radioactive:2, Plutonium Frame
gregtech:frame_plutonium_radioactive:3, Plutonium Frame
gregtech:frame_plutonium_radioactive:4, Plutonium Frame
gregtech:frame_plutonium_radioactive:5, Plutonium Frame
gregtech:frame_plutonium_radioactive:6, Plutonium Frame
gregtech:frame_plutonium_radioactive:7, Plutonium Frame
gregtech:frame_plutonium_radioactive:8, Plutonium Frame
gregtech:frame_plutonium_radioactive:9, Plutonium Frame
gregtech:frame_plutonium_radioactive:10, Plutonium Frame
gregtech:frame_plutonium_radioactive:11, Plutonium Frame
gregtech:frame_plutonium_radioactive:12, Plutonium Frame
gregtech:frame_plutonium_radioactive:13, Plutonium Frame
gregtech:frame_plutonium_radioactive:14, Plutonium Frame
gregtech:frame_plutonium_radioactive:15, Plutonium Frame
